text,processed,polarity_score,polarity
"pengalaman menginap yang menyenangkan, staf yang membantu &amp; mendapat ruang yang ditingkatkan",alam inap senang staf bantu amp ruang tingkat,10,positive
tempat favorit untuk menginap di bandung .. kamar besar dan bagus .. kolam renang besar dengan air hangat,favorit inap bandung kamar bagus kolam renang air hangat,4,positive
Perhatian saya hanya untuk taman bermain anak yang kotor,perhati taman main anak kotor,-5,negative
Itu adalah waktu yang menyenangkan untuk tinggal di sana. Makanan enak .. satu not mungkin karena hotel tuanya .. perlu perawatan. dekat jalan Braga .. dekat pusat kota,senang tinggal makan enak not hotel tua awat jalan braga pusat kota,16,positive
"Saya suka hotel, makanan, lokasi",suka hotel makan lokasi,5,positive
"ukuran kamar yang besar, sarapan yang baik, ruang renang yang besar dan fasilitas yang memadai ..",ukur kamar sarap ruang renang fasilitas,6,positive
"Tempat yang bagus dan pusat kota untuk lokasi, kami menikmatinya, terima kasih.",bagus pusat kota lokasi nikmat terima kasih,11,positive
"Hotel bagus, makanan enak, tempat yang bagus.",hotel bagus makan enak bagus,11,positive
hotel yang sangat bagus. ruangan besar. sepadan dengan harganya.,hotel bagus ruang padan harga,3,positive
"Untuk keluarga emg bener2 recommended, kmr yg dpilih jg perfect, viewnya jg, suka ❤️",keluarga emg bener recommended kmr yg dpilih jg perfect viewnya jg suka,9,positive
kamar besar dan bersih. dekat tempat wisata dan area perbelanjaan lainnya,kamar bersih wisata area belanja,2,positive
Traveler dengan anak-anak akan menyukai kolam renang.,traveler anak anak suka kolam renang,-5,negative
"Harga bagus, pakaian renang untuk anak-anak, dekat dengan ikon kota, taman dan area kuliner",harga bagus pakai renang anak anak ikon kota taman area kuliner,0,neutral
Lokasinya berada di pusat kota. Tempat yang bagus :),lokasi pusat kota bagus,4,positive
"Tempat yang bagus, tetapi Anda harus meminta menara baru bukan menara merdeka",bagus menara menara merdeka,2,positive
"Sarapannya luar biasa, banyak pilihan. Kolam besar juga. Namun sayangnya fasilitas kamar tidak terawat dengan baik. Shower tidak mengalir dengan baik, dan kondominium hanya nama, tidak ada alat dapur penting yang disediakan.",sarap pilih kolam sayang fasilitas kamar awat shower alir kondominium nama alat dapur sedia,10,positive
"Kamar besar, check in dan check out cepat, lokasi strategis ..",kamar check in check out cepat lokasi strategis,5,positive
Besar dan pelayanan yang sangat baik.,layan,2,positive
Check-in adalah OK. Layanan kamar OK. Bagus untuk Hotel seusia ini. Silakan!,check in ok layan kamar ok bagus hotel usia sila,15,positive
"Hotel yang bagus, bersih dan aman. Sangat dianjurkan Akan datang lagi saat kita berwisata ke Bandung.",hotel bagus bersih aman anjur wisata bandung,0,neutral
Sarapan lezat dan staf yang ramah,sarap lezat staf ramah,13,positive
Hotel klasik yang bagus dengan layanan yang ramah dan penuh perhatian staf. Mengeluh hanya adalah bahwa itu terletak tepat di sebelah rel kereta api sehingga suara kereta lewat pada malam hari bisa menjadi jengkel jika Anda lampu tidur.,hotel klasik bagus layan ramah penuh perhati staf keluh letak belah rel kereta api suara kereta malam jengkel lampu tidur,8,positive
Hotel besar di kota Bandung. Pelayanan yang baik,hotel kota bandung layan,1,positive
Aku tinggal selama 2 hari dan semuanya baik pada hari pertama ketika sarapan restoran sangat ramai sehingga kami tidak dapat menikmatinya tapi mereka menyelesaikannya dengan cepat karena pada hari kedua mereka memindahkan sarapan ke ballroom yang lebih besar dari restoran. Karena air hangat untuk mandi terkadang tidak mengalir keluar.,tinggal sarap restoran ramai nikmat selesai cepat pindah sarap ballroom restoran air hangat mandi terkadang alir,17,positive
Bagus...,bagus,2,positive
Seprai dan handuk sudah terlalu tua.,seprai handuk tua,-4,negative
"Staf dan layanan yang sangat baik, lokasi dan fasilitas yang bagus",staf layan lokasi fasilitas bagus,6,positive
"Layanan besar, baik staf, kamar bagus. Aku akan kembali lagi",layan staf kamar bagus,4,positive
Terus bekerja dengan baik. Saya akan merekomendasikan kepada semua teman saya.,rekomendasi teman,0,neutral
"Nice ruangan, ramah dan sangat membantu staf.",nice ruang ramah bantu staf,9,positive
"Modern, kamarnya apik dan bersih seperti biasa.",modern kamar apik bersih,3,positive
Pengalaman yang fantastis,alam fantastis,2,positive
Bagus semuanya di tempat ini. kerja bagus,bagus kerja bagus,6,positive
Tempat yang bagus. pelayanan yang baik dan sarapan enak,bagus layan sarap enak,12,positive
Saya tinggal untuk perjalanan bisnis saya dan saya membutuhkan ruang nyaman untuk istirahat saya dan saya mendapatkannya. Baik. Saya suka itu.,tinggal jalan bisnis butuh ruang nyaman istirahat suka,1,positive
"Hotel yang bagus, layak dengan harga",hotel bagus layak harga,9,positive
"Hotel yang bagus, bagus untuk keluarga.",hotel bagus bagus keluarga,9,positive
"Ini untuk perjalanan bisnis. Saya senang lokasi hotel berada di pusat kota (5 menit berjalan kaki ke jalan Braga, jalan yang terkenal di Bandung untuk makanan dan liburan). Kamarnya bagus (well, mungkin lebih baik kalau dilengkapi dengan perabotan modern), kamar internet lebih cepat dari apa yang saya alami di hotel lainnya. Di depan hotel, ada toko penjahit jajanan kecil yang disesuaikan, kurang dari satu hari pelayanan. Memerintahkan satu dan saya senang dengan hasilnya!",jalan bisnis senang lokasi hotel pusat kota menit jalan kaki jalan braga jalan kenal bandung makan libur kamar bagus well lengkap perabot modern kamar internet cepat alami hotel hotel toko jahit jajan sesuai layan perintah senang hasil,34,positive
Hotel besar dan dekat dengan jalan braga.,hotel jalan braga,1,positive
Banyak varian untuk sarapan pagi.,varian sarap pagi,5,positive
"Great bersih dan jenis orang, terima kasih",great bersih jenis orang terima kasih,7,positive
Tempat yang bagus dan nyaman untuk menginap semalam,bagus nyaman inap malam,7,positive
"Terimakasih el royale bandung karena memiliki kita, ruangan luas, aneka sarapan.",terimakasih el royale bandung milik ruang luas aneka sarap,8,positive
"Hotel yang bagus, lokasi dekat dengan jalan braga.",hotel bagus lokasi jalan braga,3,positive
"Terima kasih el Royale Bandung, itu adalah sebuah perawatan! Kamar yang nyaman dan sarapan yang baik",terima kasih el royale bandung awat kamar nyaman sarap,12,positive
Bagus. Saya akan kembali ke sini nanti!,bagus,2,positive
hotel yang bagus dengan lokasi anak-anak yang bagus,hotel bagus lokasi anak anak bagus,-1,negative
"Semuanya sempurna, kecuali tampilan kamar (cs memberikan tampilan belakang hotel) pada tamu lalu lintas normal.",sempurna kecuali tampil kamar cs tampil hotel tamu lintas normal,7,positive
Terjangkau dan baik tempat tinggal,jangkau tinggal,1,positive
"Senang berada di sini, akan mengambil hotel ini jika ada kesempatan untuk mengunjungi bandung lagi",senang ambil hotel unjung bandung,0,neutral
"Fasilitas lengkap, tapi ada tidak ada Sauna dan juga menu sarapan tidak bagus dan sangat tidak lengkap untuk hotel bintang 4.",fasilitas lengkap sauna menu sarap bagus lengkap hotel bintang,12,positive
Ini adalah hotel tua. Hanya ganti nama Lokasi yang baik tapi sarapan jadi jadi saja,hotel tua ganti nama lokasi sarap,3,positive
"Makanan yang baik, lokasi bagus dan pelayanan yang baik",makan lokasi bagus layan,5,positive
"Baik dan ramah staf, bersih dan fasilitas yang baik",ramah staf bersih fasilitas,7,positive
"Bagus, sempurna dan puas",bagus sempurna puas,8,positive
"Segala sesuatu yang hebat, kecuali mereka menghapus microwave dari ruang condole karena mereka mengubah manajemen (dan nama mereka) yang kecewa, tidak ada manfaat dari ruang condole sekarang.",hebat kecuali hapus microwave ruang condole ubah manajemen nama kecewa manfaat ruang condole,-4,negative
"Bagus ruangan, kolam bagus, baik staf, dekat di mana-mana",bagus ruang kolam bagus staf,-2,negative
"Nyaman dan lokasinya dekat dengan tempat liburan dan kuliner, juga kolam renangnya bagus sehingga anak-anak menyukainya.",nyaman lokasi libur kuliner kolam renang bagus anak anak suka,4,positive
"Nyaman dan lokasi dekat dengan tempat liburan dan kuliner, juga kolam renangnya bagus sehingga anak-anak menyukainya.",nyaman lokasi libur kuliner kolam renang bagus anak anak suka,4,positive
Lebih dari semua ok Sangat dianjurkan hotel,ok anjur hotel,3,positive
"Nice ruangan, kenyamanan tidur, Sarapan baik.",nice ruang nyaman tidur sarap,11,positive
"Kamar yang besar dan nyaman, tempat tidur yang terlalu buruk sedikit tenggelam",kamar nyaman tidur buruk tenggelam,2,positive
"Pengalaman hebat, seperti yang diharapkan, bagus, bersih, layanan, kolam renang hangat adalah plus besar",alam hebat harap bagus bersih layan kolam renang hangat plus,13,positive
Sudah kali kedua menginap di hotel ini. Sangat bagus dan nyaman. Makanan enak.,kali inap hotel bagus nyaman makan enak,15,positive
Baik untuk romantis ... baik lokasi,romantis lokasi,4,positive
Bagus dan bersih.,bagus bersih,2,positive
Sempurna. Kenyamanan. Direkomendasikan,sempurna nyaman rekomendasi,7,positive
"Kamar yang indah, makanan lezat dan rendah hati",kamar indah makan lezat rendah hati,6,positive
secara keseluruhan masih ok. hanya pintu kamar mandi tidak bisa menutup dan memiliki bau tempat tidur kecil di kamar mandi.,ok pintu kamar mandi tutup milik bau tidur kamar mandi,2,positive
Hotel yang bagus dengan fasilitas lengkap yang dapat digunakan.,hotel bagus fasilitas lengkap,7,positive
baik untuk perjalanan bisnis dan liburan keluarga,jalan bisnis libur keluarga,10,positive
kolam hangat .. Baik untuk balita ..,kolam hangat balita,1,positive
"Hangat kolam renang untuk anak-anak, berbagai sarapan prasmanan, cepat check in &amp; keluar, layanan oke",hangat kolam renang anak anak sarap prasmanan cepat check in amp layan oke,7,positive
Tempat yang bagus dan tidak pernah melupakannya .. jadi tujuan pertama saya jika saya kembali ke bandung,bagus lupa tuju bandung,5,positive
"Kamar yang luas &amp; nyaman, dan kolam renang yang hangat juga.",kamar luas amp nyaman kolam renang hangat,9,positive
"Saya suka Panghegar Hotel, tempat yang bagus ..",suka panghegar hotel bagus,6,positive
"Best hotel in bandung, tempat sangat strategis, breakfast sangat beragam dan enak.",best hotel in bandung strategis breakfast agam enak,10,positive
"Hotelnya nyaman dan bersih, suasanya juga enak dan nyaman.",hotel nyaman bersih suasa enak nyaman,14,positive
"Clean, spacy, friendly staff. Old but well maintained hotel.",clean spacy friendly staff old but well maintained hotel,1,positive
Very Clean and location strategic.,very clean and location strategic,0,neutral
"Great service and place, nice the view and so cool.",great service and place nice the view and so cool,9,positive
Spa experience was bad. The rooms in the Spa area smell smoke of cigarettes. The staff are careless. The restaurant was very crowded. The food is okay.,spa experience was bad the rooms in the spa area smell smoke of cigarettes the staff are careless the restaurant was very crowded the food is okay,0,neutral
"This is the second time we stay at the hotel. Overall is good. Room OK (TV, AC, Bathroom), Food OK, conveniences OK, we buy several things at the minimart with normal prices. The only downside is the parking lot. Need to change elevator and go up stairs to go to the basement.",this is the second time we stay at the hotel overall is good room ok tv ac bathroom food ok conveniences ok we buy several things at the minimart with normal prices the only downside is the parking lot need to change elevator and go up stairs to go to the basement,15,positive
"Couldn't find any complaint, got all I need",couldn t find any complaint got all i need,-3,negative
"Nice hotel, I will stay again. Hopefully I will have nice view and clean room again. Thank traveloka",nice hotel i will stay again hopefully i will have nice view and clean room again thank traveloka,13,positive
I stayed for 3 days with my kids. Very nice and comfortable hotel. The Hotel has a heated pool. The bellboy help me when I needed a hair tie and they looked for me for free. Very touching ❤️,i stayed for days with my kids very nice and comfortable hotel the hotel has a heated pool the bellboy help me when i needed a hair tie and they looked for me for free very touching,11,positive
"We've got a condotel loft room, its comfort and nice room and good interior I really love it, the breakfast menu so great, the pool also really nice. The location is in the center of Bandung, we can walk by through braga street.",we ve got a condotel loft room its comfort and nice room and good interior i really love it the breakfast menu so great the pool also really nice the location is in the center of bandung we can walk by through braga street,17,positive
"I’m so happy to stay with my family. The room is clean, the food is delicious, the pool is cozy.",i m so happy to stay with my family the room is clean the food is delicious the pool is cozy,5,positive
"Got an upgrade room, which was pleasing, got a room with balcony! The interior was a bit outdated but overall OK. The breakfast was varied and good, but make sure to get in the earliest, because their could be crowded. The location was perfect, no traffic around the hotel.",got an upgrade room which was pleasing got a room with balcony the interior was a bit outdated but overall ok the breakfast was varied and good but make sure to get in the earliest because their could be crowded the location was perfect no traffic around the hotel,4,positive
Staff hotel sangat ramah membantu saat proses cek in.,staff hotel ramah bantu proses cek in,6,positive
"Kolom renang nya bagus banget tapi agak kecewa karena hanya boleh yang pake baju renang untuk wanita. Kasian kalo yang gatau kaya saya. Makanan rasanya enak semua hanya saja kurang variasi seperti di salad saran bisa ditambah keju. Smoked beef, roti kurang variasi, thanks",kolom renang nya bagus banget kecewa pake baju renang wanita kasi kalo gatau kaya makan enak variasi salad saran keju smoked beef roti variasi thanks,16,positive
Vitrage bathtub nya bau karena tidak kering secara sempurna sehingga menimbulkan bau lembab yang tidak enak dan menyebar ke seisi ruang kamar mandi.,vitrage bathtub nya bau kering sempurna timbul bau lembab enak sebar isi ruang kamar mandi,-7,negative
"Menginap 2 malam di el hotel bandung kamar bersih, pelayanan ok, cuma sayang untuk breakfast sekelas bintang 4 sangat tidak variatif.",inap malam el hotel bandung kamar bersih layan ok sayang breakfast kelas bintang variatif,4,positive
+ Kamar cukup luas dengan pemandangan kolam renang. Staf ramah. Lokasi di tengah kota. Ada kolam renang air hangat.- minta double bed tp 2 kasur twin digabung. Sarapan antri sampai waiting list. Sarapan rasa biasa aja. Hari kedua untuk turun sarapan nunggu lift sampai setengah jam lebih.,kamar luas pandang kolam renang staf ramah lokasi kota kolam renang air hangat double bed tp kasur twin gabung sarap antri waiting list sarap aja turun sarap nunggu lift jam,10,positive
"Positif: kami booking pasundan suite yang ternyata adalah unit apartemen 2 kamar tidur dah 2 kamar mandi. Agak berbeda dengan foto dan detail kamar saat booking yang menunjukkan 1 kamar dengan 1 double bed dan 1 single bed. Unit cukup bersih. Amenities komplit. Sarapan: soto kikil rasanya cukup enak. Negatif: kamar 761 menghadap rel kereta api, jadi tiap jam minimal ada 1x bunyi klakson kereta api (kecuali antara jam 11 malam sd 3 pagi saya ketiduran karena lelah) Suara dengung yang sangat mengganggu di kamar utama (kemungkinan dari unit outdoor AC di balkon) sepanjang kami menempati kamar. Karena kami check in sudah larut malam dan juga sudah lelah plus sudah selesai mandi, kami tidak minta pindah kamar dengan harapan dengungnya sementara. Ternyata hanya berhenti selama 3-5 menit untuk kemudian mulai berdengung lagi. Handuk sudah rusak tepiannya. Saran: alangkah baik jika handuk rusak diperbaiki dulu sebelum digunakan untuk tamu.",positif booking pasundan suite unit apartemen kamar tidur dah kamar mandi beda foto detail kamar booking kamar double bed single bed unit bersih amenities komplit sarap soto kikil enak negatif kamar hadap rel kereta api jam minimal x bunyi klakson kereta api kecuali jam malam sd pagi tidur lelah suara dengung ganggu kamar utama unit outdoor ac balkon kamar check in larut malam lelah plus selesai mandi pindah kamar harap dengung henti menit dengung handuk rusak tepi saran alangkah handuk rusak tamu,19,positive
"1. Sampai hotel jam 12 siang untuk check in saja, kemudian langsung pergi untuk makan siang, kembali ke hotel jam 15. Request slice cake ucapan ulang tahun untuk orang tua saya disediakan di kamar sebelum masuk kamar, tapi saat masuk kamar gak ada dan harus ditelepon ke operator dulu, padahal saat check in sudah request dan dijawab bisa oleh petugasnya (dan saya sudah bayar untuk slice cake nya 1 hari sebelum check in). 2. Mau sarapan antri dan waiting list dulu, alasan staf resto setiap weekend selalu overload. Lalu jika seperti ini tidak ada tindak lanjut agar tidak berulang. Hotel bintang 4 mau sarapan harus waiting list. 3. Menu sarapan untuk hotel bintang 4 sedikit variasinya. 4. Kamar bersih, proses check in dan check out cepat. 5. Meja resepsionis (saat saya check in) berantakan banget, kertas-kertas bertebaran di atas meja, tumpukan-tumpukan barang (mungkin titipan customer) tidak disusun dengan rapih.",hotel jam siang check in langsung pergi makan siang hotel jam request slice cake ulang orang tua sedia kamar masuk kamar masuk kamar gak telepon operator check in request tugas bayar slice cake nya check in sarap antri waiting list alas staf resto weekend overload tindak ulang hotel bintang sarap waiting list menu sarap hotel bintang variasi kamar bersih proses check in check out cepat meja resepsionis check in beranta banget kertas kertas tebar meja tumpu tumpu barang titip customer susun rapih,23,positive
"Kekurangan hotel ini ada di lift yang sangat lama, bisa 5 menit mau naik dan turun, juga pelayanan di resto sangat buruk, hanya pesan es kopi 1 jam gak datang-datang, ditelepon bolak balik katanya di jalan di lift, mengecewakan untuk dining room nya. Toiletnya perlu diganti karena shower penuh kerak dan toilet semprotannya macet padahal di room executive.",hotel lift menit turun layan resto buruk pesan es kopi jam gak telepon bolak jalan lift kecewa ning room nya toilet ganti shower penuh kerak toilet semprot macet room executive,-3,negative
"Overall pelayanannya oke, namun agak kurang dimenu makanan dan rasa makanannya.",overall layan oke menu makan makan,6,positive
"Seneng sama hotelnya, kamar bersih, pelayanan ramah, parkiran luas, lobi bagus, kolam renang juga besar. Sayang cakupan cctv di parkiran kurang memadai, ketinggalan tas di parkiran dan hilang tidak terlacak.",neng hotel kamar bersih layan ramah parkir luas lobi bagus kolam renang sayang cakup cctv parkir tinggal tas parkir hilang lacak,26,positive
"Fasilitas kamar untuk type condotel cukup lengkap, hanya tolong diperhatikan kebersihan sprei & sarbannya, Menu breakfast bervariasi dengan pelayanan memuaskan dan enak-enak, swimming pool luas, air bersih, thx for hospitality El Royale!",fasilitas kamar type condotel lengkap tolong perhati bersih sprei sarbannya menu breakfast variasi layan muas enak enak swimming pool luas air bersih thx for hospitality el royale,23,positive
"Hotel ini cocok untuk staycation. Saya pilih condotel studio. Kamarnya nyaman, amenities lengkap, kamar mandi ada bath tubnya dan ada di lantai 18. Wifi juga bagus cuma channel tv tidak begitu banyak, tapi cukuplah. Ada swimming pool juga. Hanya 1 yang membuat saya tidak nyaman, yaitu pada saat breakfast. Petugas di bagian dessert tidak ramah, saya ingin makan bread pudding, saya minta ditambah 1 potong lagi karena dimakan berdua dengan anak saya, jadi. 3 potong untuk dimakan berdua. Tapi dia langsung melihat saya dengan judes dan seperti tidak mau memberi lagi. Padahal saya lihat tamu-tamu lain diberi 2 potong padahal untuk dimakan sendiri. Baru pertama kali saya mengalami kejadian seperti ini pada saat staycation. Tolong hospitality petugas yang ini lebih ditingkatkan lagi. Maaf jika mungkin saya terlalu berlebihan.",hotel cocok staycation pilih condotel studio kamar nyaman amenities lengkap kamar mandi bath tubnya lantai wifi bagus channel tv swimming pool nyaman breakfast tugas dessert ramah makan bread pudding potong makan anak potong makan langsung judes lihat tamu tamu potong makan kali alami staycation tolong hospitality tugas tingkat maaf,18,positive
"Lokasi strategis untuk wisata kota. Kamar luas-tapi karpetnya tidak terawat dan berdebu. Pelayanan terasa pas-pasan untuk kelas 4 bintang (telepon ke operator lama sekali baru diangkat, jumlah kartu akses dibatas 1, dan lain-lain. Dan lain-lain).",lokasi strategis wisata kota kamar luas karpet awat debu layan pas pas kelas bintang telepon operator angkat kartu akses batas,11,positive
Pelayanan ramah boleh request kamar check in sebelum jam check in diperbolehkan masuk kamar lokasi strategis breakfast enak. Kamar kurang bersih.,layan ramah request kamar check in jam check in masuk kamar lokasi strategis breakfast enak kamar bersih,11,positive
"Fasilitas oke, sayangnya receptionis kurang ramah. Order 2 cake ultah untuk 2 kamar, yang datang cuma 1, setelah dikonfrm ulang sampai 3 kali baru diantar.",fasilitas oke sayang receptionis ramah order cake ultah kamar dikonfrm ulang kali,12,positive
"Tempat yang modern awal datang, lokasi oke dekat Braga, proses check-in cepat karena kebetulan untuk tipe yang el room jarang dipakai tapi itu minusnya karena jarang di pakai ruangan kurang bersih pas buka pintu langsung bau rokok. Kolam cukup luas, ada air hangatnya tapi di kolam dewasa juga airnya tidak terlalu dingin, sarapan untuk rasa enak.",modern lokasi oke braga proses check in cepat tipe el room jarang pakai minus jarang pakai ruang bersih pas buka pintu langsung bau rokok kolam luas air hangat kolam dewasa air dingin sarap enak,16,positive
"Tempatnya bagus, anak-anak juga senang, dekat ke Braga. Kurangnya cuma mungkin ruangannya kurang kedap suara karena pintu kamar sebelah berapa jam sekali kedengaran terus nutupnya kencang gitu. Makanannya juga kurang bervariasi kaya hotel berbintang lainnya. Mungkin karena lagi covid kali ya.",bagus anak anak senang braga ruang kedap suara pintu kamar belah jam dengar nutupnya kencang gitu makan variasi kaya hotel bintang covid kali ya,8,positive
Di peak season liftnya satu dari 4 lift tidak berfungsi. Kapasitas lift sangat kecil sehingga sangat antri ketika jam sibuk. Apalagi yang lantai paling atas. Kadang belum sampai sudah atas sudah full sehingga dilewat.,peak season lift lift fungsi kapasitas lift antri jam sibuk lantai kadang full,10,positive
"Biasa saja sih, untuk breakfast juga biasa untuk bintang. 4. kolam renangnya saja yang enak besar.",sih breakfast bintang kolam renang enak,3,positive
"Hotel tua yang lumayan masih terawat, tapi karena lagi musim liburan, hotelnya terlalu padat tamu. Antri lift luar biasa lamanya, breakfast pun juga susah bergerak di dalam restonya karena terlalu padat. Jadi memang kurang nyaman menginap dengan kondisi terlalu padat seperti itu. Mungkin next time akan coba lagi menginap di low season.",hotel tua lumayan awat musim libur hotel padat tamu antri lift breakfast susah gerak restonya padat nyaman inap kondisi padat next time coba inap low season,12,positive
"Alhamdulillah puas, hanya saja kendala dilLift 😔",alhamdulillah puas kendala dillift,8,positive
"Hotelnya enak banget, tapi liftnya lama banget.",hotel enak banget lift banget,8,positive
"Plusnya, kolam renang besar, anak-anak senang bermain di situ. Kamar luas, cocok buat liburan keluarga minusnya. Air di kamar mandi menggenang di lantai, susah dikeringkan. Sampai anak saya terpeleset. Mau turun ke tidak ataupun naik ke kamar menyebalkan harus menunggu lift cukup lama karena sering penuh. Breakfast nasi gorengnya tidak enak, menu yang lain juga biasa saja.",plus kolam renang anak anak senang main situ kamar luas cocok libur keluarga minus air kamar mandi genang lantai susah kering anak peleset turun kamar sebal tunggu lift penuh breakfast nasi goreng enak menu,6,positive
"Hotelnya bersih, staf hotelnya ramah-ramah, untuk sarapan mengingat ini hotel bintang 4 kurang variasi dan rasanya standar.",hotel bersih staf hotel ramah ramah sarap hotel bintang variasi standar,14,positive
"Lobby hotel luas, interiornya mewah. Ada lounge dengan tempat duduk yang banyak dekat loby untuk bersantai dan mengobrol dengan kolega/tamu. Akan tetapi interior di dalam kamar terlihat jadul, nilai plusnya lantai kamar dilapisi karpet, sarapan enak dan bervariasi. Lokasi strategis dekat dengan Braga. Setiap pagi ada live permainan musik traditional dekat kolam ikan yang membuat mata dan telingga sejuk mendengarnya.",lobby hotel luas interior mewah lounge duduk loby santa obrol kolega tamu interior kamar jadul nilai plus lantai kamar lapis karpet sarap enak variasi lokasi strategis braga pagi live main musik traditional kolam ikan mata telingga sejuk dengar,21,positive
"Kamar oke, AC dingin, tapi lokasi lift parkir dan lift kamar beda jadi jauh jalannya, apa lagi beberapa kali ada yang mau diambil di mobil jadi cape. Makanan biasa dan restorannya tertutup jadi kaya gelap dan sesak, yang lainnya oke.",kamar oke ac dingin lokasi lift parkir lift kamar beda jalan kali ambil mobil cape makan restoran tutup kaya gelap sesak oke,-11,negative
"Check in cepat, kamar bagus view bagus, hanya saat itu ada yang menikah, hotel sangat ramai, lift antri sangat lama, 19 lantai dengan 3 lift, sarapan bolak balik di lobi penuh, di lantai 19 penuh, antri kursi cukup lama, sarapan kehabisan, tinggal sisa-sisa selebihnya bagus.",check in cepat kamar bagus view bagus meni hotel ramai lift antri lantai lift sarap bolak lobi penuh lantai penuh antri kursi sarap habis tinggal sisa sisa bagus,20,positive
"Tampilan hotel mewah, proses Check in dan Check out cepat.",tampil hotel mewah proses check in check out cepat,8,positive
"Pelayanannya kurang, padahal saya check-in jam 18.00, masih harus tunggu kamar yang satu lagi sedang dibersihkan. saya booking 2 kamar.",layan check in jam tunggu kamar bersih booking kamar,6,positive
"Overall bagus, tapi toiletnya berbau dan ada binatang kecil",overall bagus toilet bau binatang,-2,negative
"Pelayanan baik, mulai dari lobby, check-in, kamar juga sesuai permintaan saya.",layan lobby check in kamar sesuai,6,positive
"Salah satu yang menjadi perhatian saya pada saat masuk adalah. Sewaktu dikamar ada bau bau yang kurang sedap. Kamar mandi yang masih model lama serta tata letak TV yang tidak sepertianya Hotel hotel jaman sekarang, tapi untuk ukuran kolam renang bagus dan besar, Anak saya suka. Makanan pagi juga bervariasi. Kamar besar hanya masih berbentuk hotel lama.",salah perhati masuk kamar bau bau sedap kamar mandi model tata letak tv sepertianya hotel hotel jaman ukur kolam renang bagus anak suka makan pagi variasi kamar bentuk hotel,6,positive
Semuanya ok hanya perlu ditingkatkan waktu menunggu saat check in agar tidak terlalu lama. Salah satu hotel favorit keluarga kami.,ok tingkat tunggu check in salah hotel favorit keluarga,8,positive
"Interior kamar masih lawas banget. Wastafel ada di luar bathroom juga terasa janggal. Kamarnya agak sempit untuk harga 1jt an, menu breakfast lumayan, lift beberapa kali macet",interior kamar lawas banget wastafel bathroom janggal kamar sempit harga jt an menu breakfast lumayan lift kali macet,-2,negative
"Bagus, hanya kebersihan kamar mandi nya lebih ditingkatkan lagi",bagus bersih kamar mandi nya tingkat,3,positive
Pelayan dining room yang mengecewakan. Anak-anak saya memesan makanan dan petugas menyatakan tidak bisa pembayaran saat check out. Apakah mereka menilai tamu tamu seperti saya akan kabur dengan meninggalkan kewajiban pembayaran beberapa puluh ribu? Keterlaluan.,layan ning room kecewa anak anak mes makan tugas bayar check out nilai tamu tamu kabur tinggal wajib bayar puluh ribu,1,positive
"Cukup bagus, Sesuai dengan harga",bagus sesuai harga,8,positive
"Saya menginap dengan keluarga karena bawa anak-anak saya pesan 2 kamar tapi kamar yang 1 menurut anak saya dikasur ada nasi dan dilantai masih ada tisue mungkin bekas yang menginap disana, mohon untuk pihak hotel agar pada saat membersihkan kamar lebih detail lagi, dan untuk lomba anak anak karena tempatnya diarea pool dan bertepatan dengan wktnya breakfast jadi kita tidak bisa ikutan, mungkin sebagai saran acara dilakuan jangan disana agar bisa banyak peserta yang ikut, so far itu aja yang kurangnya. Staf good ramah-ramah makanan juga oke...",inap keluarga bawa anak anak pesan kamar kamar anak kasur nasi lantai tisue bekas inap mohon hotel bersih kamar detail lomba anak anak area pool wktnya breakfast saran acara laku so far aja staf good ramah ramah makan oke,24,positive
hotel tua yang diremajakan. kurang sentuhan modern,hotel tua remaja sentuh modern,-1,negative
"Crowed bgt, makanan tidak bariatif dan kurang enak. Kurang bisa menikmati suasana disini karena ramai banget untuk harga segitu.",crowed bgt makan bariatif enak nikmat suasana ramai banget harga segitu,17,positive
Kalau banyak tamu kurang begitu di perhatikan,tamu perhati,0,neutral
"Menyenangkan ada bath tub dan kolam air hangat, anak-anak senang,hanya saja makanan untuk sarapan kurang variasi tetap sama seperti waktu mennginap disini tahun 2015 dan 2016.",senang bath tub kolam air hangat anak anak senang makan sarap variasi mennginap,8,positive
kolam renang kurang hangat dan makanan biasa saja,kolam renang hangat makan,3,positive
over all sudah memuaskan.hanya makanan karena beda hari koq jadi kurang enak.,over all muas makan beda koq enak,9,positive
Makanan tidak sesuai dengan status bintang 4 variasi dan rasa jauh dari memuaskan,makan sesuai status bintang variasi muas,9,positive
"Tidak ada staff hotel yang membantu membawakan barang baik saat check in ataupun check out. Kita membawa semuanya sendiri. It was bad, karena hotel sangat besar dan kami membawa bayi jadi sangat merepotkan harus membawa barang sendiri.",staff hotel bantu bawa barang check in check out bawa it was bad hotel bawa bayi repot bawa barang,-1,negative
"Pelayanan memuaskan, upgrade free ke condotel, kamar luas tapi sayang kasurnya kurang empuk jadi kurang nyaman, tapi secara kseluruhan oke banget, pas buat liburan keluarga.",layan muas upgrade free condotel kamar luas sayang kasur empuk nyaman kseluruhan oke banget pas libur keluarga,32,positive
Seperti biasa hotelnya masih nyaman tapi air di kamar mandinya kotor jadi tidak bisa dipake di bathtub,hotel nyaman air kamar mandi kotor dipake bathtub,-1,negative
Kana room so far bagus view ke swimming pool tapi menu breakfast biasa tidak sprt hotel bintang 4.,kana room so far bagus view swimming pool menu breakfast sprt hotel bintang,3,positive
